World(robot=Robot(position=Point(x=761.0, y=469.5), angle=0.4787218193219731), goal=Point(x=719.927659372434, y=512.9685437804677), obstacles=[[Point(x=392, y=100), Point(x=397, y=545), Point(x=649, y=551), Point(x=644, y=106)]])
[Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)]
{1.2529656887054443: (Robot(position=Point(x=43.0, y=283.5), angle=1.632446608941419), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[8], right=[-10]), [Point(x=42.5, y=282.5), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.75493359565735: (Robot(position=Point(x=578.5, y=545.0), angle=2.273053250710828), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[52]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{50.89876675605774: (Robot(position=Point(x=578.5, y=544.0), angle=2.3062361101316045), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-54], right=[48]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.02357244491577: (Robot(position=Point(x=578.0, y=542.0), angle=-3.8604227681948116), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-47], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.18260359764099: (Robot(position=Point(x=576.5, y=542.0), angle=-3.810849108297961), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-48], right=[47]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.30071687698364: (Robot(position=Point(x=577.0, y=540.0), angle=-3.761842169363635), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[-4], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.44180178642273: (Robot(position=Point(x=575.5, y=539.5), angle=-3.7485803743196895), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[18], right=[50]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.56985902786255: (Robot(position=Point(x=574.5, y=537.0), angle=-3.713622250158923), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[28], right=[50]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.72006011009216: (Robot(position=Point(x=575.5, y=535.5), angle=-3.6780280252291133), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[47], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.849047899246216: (Robot(position=Point(x=577.0, y=533.0), angle=-3.6977588315798213), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{51.98577523231506: (Robot(position=Point(x=579.0, y=531.0), angle=-3.6977588315798213), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[54], right=[55]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.132078647613525: (Robot(position=Point(x=579.5, y=528.5), angle=-3.717017330725329), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.26675248146057: (Robot(position=Point(x=581.5, y=525.5), angle=-3.717017330725329), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[52], right=[52]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.40269923210144: (Robot(position=Point(x=583.0, y=523.5), angle=-3.70138946970238), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-7], right=[75]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.53525900840759: (Robot(position=Point(x=584.5, y=521.0), angle=-3.6820122381044795), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-14], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.67455840110779: (Robot(position=Point(x=584.5, y=520.0), angle=-3.6820122381044795), MotorSpeed(left=-50.0, right=50.0), MotorSpeed(left=[-33], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.82534456253052: (Robot(position=Point(x=584.5, y=518.5), angle=-3.6154438634706905), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[-4], right=[48]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{52.94965386390686: (Robot(position=Point(x=583.5, y=517.5), angle=-3.5850409646822383), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[26], right=[52]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.09788274765015: (Robot(position=Point(x=584.0, y=516.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[38], right=[55]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.24764108657837: (Robot(position=Point(x=586.0, y=513.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[40], right=[59]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.367955446243286: (Robot(position=Point(x=586.5, y=510.5), angle=-3.543463387091296), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[39], right=[55]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.51193571090698: (Robot(position=Point(x=588.5, y=508.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[57]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.65751075744629: (Robot(position=Point(x=589.5, y=505.5), angle=-3.5850409646822383), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[58], right=[61]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.79909658432007: (Robot(position=Point(x=591.5, y=503.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[54], right=[57]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{53.95083165168762: (Robot(position=Point(x=592.0, y=500.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[52], right=[58]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.0781614780426: (Robot(position=Point(x=596.5, y=498.0), angle=-3.5796047826601436), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[55]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.21233344078064: (Robot(position=Point(x=597.5, y=496.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[53]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.355982065200806: (Robot(position=Point(x=599.0, y=493.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[51], right=[42]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.49915313720703: (Robot(position=Point(x=600.0, y=490.5), angle=-3.5586418290926387), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[47], right=[41]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.65318560600281: (Robot(position=Point(x=602.0, y=487.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[44]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.777671575546265: (Robot(position=Point(x=603.5, y=484.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[45], right=[44]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{54.9029860496521: (Robot(position=Point(x=604.0, y=482.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.033077239990234: (Robot(position=Point(x=604.0, y=478.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.14567708969116: (Robot(position=Point(x=605.5, y=475.5), angle=-3.5850409646822383), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.29045033454895: (Robot(position=Point(x=607.0, y=473.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[45], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.43848252296448: (Robot(position=Point(x=607.5, y=471.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[45], right=[44]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.576279640197754: (Robot(position=Point(x=609.5, y=468.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[45], right=[43]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.70023560523987: (Robot(position=Point(x=611.5, y=465.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[47]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.85765767097473: (Robot(position=Point(x=612.5, y=462.5), angle=-3.5850409646822383), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[41]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{55.998026847839355: (Robot(position=Point(x=613.5, y=460.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[43], right=[45]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.1518452167511: (Robot(position=Point(x=615.5, y=456.5), angle=-3.5850409646822383), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[44]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.27800893783569: (Robot(position=Point(x=618.5, y=454.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[40], right=[47]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.41036891937256: (Robot(position=Point(x=619.5, y=451.5), angle=-3.5850409646822383), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[51], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.54369330406189: (Robot(position=Point(x=621.0, y=449.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[54], right=[56]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.674103021621704: (Robot(position=Point(x=622.0, y=446.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[56], right=[62]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.81306862831116: (Robot(position=Point(x=624.0, y=443.5), angle=-3.6001640935732295), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[57], right=[51]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{56.96155905723572: (Robot(position=Point(x=625.0, y=441.0), angle=-3.5644466062380245), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[52], right=[47]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.09855914115906: (Robot(position=Point(x=627.0, y=437.5), angle=-3.5700787683321407), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[49]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.23936724662781: (Robot(position=Point(x=628.5, y=435.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[48]), [Point(x=357.0, y=244.0), Point(x=397.0, y=545.0), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.39363670349121: (Robot(position=Point(x=630.0, y=432.5), angle=-3.5700787683321407), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[49], right=[38]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.53075122833252: (Robot(position=Point(x=631.5, y=430.0), angle=-3.5494605680300166), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[49], right=[-26]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.670125007629395: (Robot(position=Point(x=633.5, y=429.0), angle=-3.6203145166231563), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[47], right=[-32]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.80537509918213: (Robot(position=Point(x=634.5, y=429.0), angle=-3.6508938451601436), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[52], right=[-41]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{57.94657063484192: (Robot(position=Point(x=634.5, y=429.5), angle=-3.6858731885744502), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-53]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.07877230644226: (Robot(position=Point(x=635.5, y=429.5), angle=-3.717017330725329), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.19147062301636: (Robot(position=Point(x=635.0, y=431.5), angle=-3.7645017286135127), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-38]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.311155557632446: (Robot(position=Point(x=637.5, y=431.5), angle=-3.812736429770129), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.47031283378601: (Robot(position=Point(x=637.5, y=432.5), angle=-3.8452064176393916), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.626731395721436: (Robot(position=Point(x=639.5, y=434.5), angle=2.3070536474393437), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-50]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.77466559410095: (Robot(position=Point(x=641.0, y=436.0), angle=2.2565258363889287), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-36]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{58.91367530822754: (Robot(position=Point(x=641.5, y=437.0), angle=2.20730455915199), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[42], right=[-38]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.06556749343872: (Robot(position=Point(x=642.5, y=438.0), angle=2.135700784127576), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[43], right=[-43]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.20931053161621: (Robot(position=Point(x=643.0, y=439.0), angle=2.087026915948255), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-39]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.364797592163086: (Robot(position=Point(x=642.5, y=439.5), angle=2.0344439367459843), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[47], right=[-38]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.49003791809082: (Robot(position=Point(x=643.5, y=441.0), angle=1.9664858202146123), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-51]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.637502908706665: (Robot(position=Point(x=644.0, y=442.0), angle=1.907471023003919), MotorSpeed(left=50.0, right=-50.0), MotorSpeed(left=[44], right=[-60]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.76962971687317: (Robot(position=Point(x=644.0, y=443.0), angle=1.8329161028073857), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[-51]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{59.89591908454895: (Robot(position=Point(x=645.0, y=444.0), angle=1.8329161028073857), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[31]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.0506637096405: (Robot(position=Point(x=647.0, y=444.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[37]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.19579815864563: (Robot(position=Point(x=649.0, y=444.0), angle=1.7868812898801396), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[41]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.32983136177063: (Robot(position=Point(x=653.5, y=444.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[43], right=[40]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.47064256668091: (Robot(position=Point(x=656.0, y=443.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[39]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.61322903633118: (Robot(position=Point(x=659.5, y=443.0), angle=1.8011988023923466), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[33], right=[46]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.75575661659241: (Robot(position=Point(x=662.5, y=443.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[53], right=[55]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{60.89842224121094: (Robot(position=Point(x=666.0, y=443.0), angle=1.7868812898801396), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[59], right=[65]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.04556703567505: (Robot(position=Point(x=670.0, y=442.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[58], right=[51]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.171919107437134: (Robot(position=Point(x=672.5, y=441.5), angle=1.7818897585080693), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[61], right=[53]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.309470653533936: (Robot(position=Point(x=675.5, y=441.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[49], right=[80]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.457658529281616: (Robot(position=Point(x=679.0, y=440.0), angle=1.7868812898801396), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[55]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.601733446121216: (Robot(position=Point(x=681.5, y=440.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[70]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.75358986854553: (Robot(position=Point(x=686.5, y=440.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[62]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{61.91807818412781: (Robot(position=Point(x=689.5, y=439.5), angle=1.8100279192136357), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[50], right=[58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.06778907775879: (Robot(position=Point(x=693.0, y=438.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[46], right=[57]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.20103740692139: (Robot(position=Point(x=696.5, y=438.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[62]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.319817781448364: (Robot(position=Point(x=699.0, y=437.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.502082109451294: (Robot(position=Point(x=702.0, y=437.5), angle=1.7681918958829472), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[43], right=[67]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.63753294944763: (Robot(position=Point(x=706.0, y=436.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[52]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.795734882354736: (Robot(position=Point(x=708.5, y=436.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[42]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{62.948798418045044: (Robot(position=Point(x=712.0, y=435.5), angle=1.7958346227811406), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[41]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.109880685806274: (Robot(position=Point(x=715.5, y=435.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[45], right=[41]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.25336527824402: (Robot(position=Point(x=718.5, y=434.5), angle=1.7818897585080693), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[48]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.37541222572327: (Robot(position=Point(x=722.5, y=434.0), angle=1.7728215078519414), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[44], right=[58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.49678134918213: (Robot(position=Point(x=725.0, y=434.0), angle=1.7868812898801396), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[42], right=[58]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
{63.62855577468872: (Robot(position=Point(x=727.5, y=433.0), angle=1.8186078886197636), MotorSpeed(left=50.0, right=50.0), MotorSpeed(left=[43], right=[75]), [Point(x=630.0, y=432.5), Point(x=649.0, y=551.0), Point(x=719.927659372434, y=512.9685437804677)])}
